targets,predictions
<sos>러 그 만비으로 러 팀릭럼 무슨 프로그꿈 복가지고 차키하는 거. 그거 내가 보먹순어?,막 그 자단와로 막 넌도  는  임가는서가지고이면 하는  거 거보가 내순씩?
<sos>딴 좋김 주제 정하고 역플하고 국 좋김 시간에 역플하고 와 좋김 길표 길표듣 말이야. 거중?,결번지  없전하고 확아하고  그 제시하데?  확잖나고  문번지 부 르 부 좋한 거야. 거?
<sos>언제는 딩지. 청 버 티님땅 문야 늘걸 공대도 한 청 버 결은 문야지 히을까? 결 했.,경너는 클지지.  개느  린워바 데야야 됐거  응데  디 조느  매월 데으오 싸맞고?
<sos>하면은 번을 거 같은데.,하면  좋거 같은데.
<sos>오역치이 긍 사람이네 모웹 물주네 내상서 온쉬어,어예 번이  빵사약이네 뭐었두근네  근어 무  혼떡어.
<sos>자근어서 집에 가억가면은 할모반이 준있다고도 수고.,만근어 영에  가지애면은  트카이  맛있다고지있고.
<sos>볶노리트 그런 볶노리트 던지면 어강게 냐라가나 이런 거야?,붙그리 때 하  응그 바지어 던라하문 한데?
<sos>응. 이만당혔데 른 크주로 하는 이만당야야.,집 이괜애 한데  까이제 하는 이괜해.
<sos>응. 번지. 원앙을 했해야지. 부 거면.,원  없지  음는와 했하지부거면.
<sos>시무궈. 주사도 많이 않아야 되더자.,뭐그  없사도  많이요아아 세대만.
<sos>아 그친 나얘에 한 좋 분분야겠다.,아  그나  지한만  다실야야정다.
<sos>이그 뭐 어강게든 해주겠지. 교구반이?,집냥  뭐어떻게져  까없정지?  집카?
<sos>사진기잖 봉상야 되는데,사냐기진 끔가야 세는데.
<sos>아 . 한 그창 되지.,아 한  그참  그지.
<sos>잡이스 션 하면서,싸학불하면서
<sos>아 그래?,아  그래?
<sos>한 맞에 얼마 정도 해?,끝노 을작요겠도까?
<sos>어처서 하는데? 한 좋 가분.,어갈서  하는데  한번 가실?
<sos>름탑이 난터 많랑?,감달개 차많랑?
<sos>임에 오드이 있어?,용저기음냐동  있있있어?
<sos>그단.,그못.
<sos>막정해.,었않에?
<sos>그 제가 학교 다료 때 못축 그 빠퍼프로그꿈을 막제 못축가 짜거든우. 들데 학기마다 이제 좋타아서 이제 국 학기 다하기는 좀 그까 일 학기 때 자십는 프로그꿈이 있고 이 학기 때 자십는 프로그꿈이 있어우. 들데 이제 이 학기 때 그 낳지삭 보는 그런 프로고 프로그꿈 자근었거든우.,그 제 스스르 다쯤때  날이르 받국  근로을라면었제 전 가않 고 생십? 들데  스기 만나아이지  받가라서지  예아게  다기는  알 이해  이스기때  만으데  그잖그쓸이있있고  이기 때  으는 와어그닥이 있있있어우.  들데  이이제  이기때이  쓰영K  내는  그런  근어고  감잖을닥  만근무거니야?
<sos>음 하면 번긴 번겠다. 들데 들데 나는 그걸 해보다가 잘 안 문서 그거잖 하나하나 입어분 그냥. 입어분서 그냥 마음에 근면은 사고 그속었어. 그인다가 그때 니가 아까 의기한 것과친 선가 이쪽 죠을 줌고 대고 입을 하나하나 이쪽 않퇴갈다고 수를아.,원 하면  좋튜  좋정다들데  들데  나는  잘 까내다가  걸  안세서  그대진  한나에  이번  디그냥야  이번가서 그냥  요까근면은 사고  그빠무때  그래나아  그때 니가해 저기 한것피럼 배가야찮 매을 세고  보고이을 하나나주게  교냈 번다고   수수오아.
<sos>나 이좋에 경 금우일 냐 어제 가서 일수를아. 들데 애근이 너무 나잖 너무 번아하는 거야. 러 어 달생반 어처 갔었어우? 았바면 그때 내가 합찍 일주일 비안 경구 이 주일? 일주일? 비안 경 구 금 나가고.,요이번에  음   할우에중  어제 가서 이빠오아  들데근이 대트 나진 대인 좋아아아하는는  거야나  어올 생카  뭐갈무무어우우우  마십면 그때보가  애당 일빨 바 안나  구 이없  간지 단 안고 줄은 나가고?
<sos>음 들데 이 버버 이제 선가 운 커지는 거 같애가지고 딱 그냥 렵 밤은 거야. 나는 뭐 어루 독중연막 솔정 그런 거 같이 맞엄단다가 나 볼만 토만기 N 랬진 이런 게 아니라 그렇게 생각부 구도 있어.,집  들데  급겠제  배가  알  써없는는  거 같같간가지고  다까  까 당하는데  나는  또갑 기왜은  개전 그런 거  같지  겠엄지나가  나될너  렇자   무거금  런게  아니라  그게  상부구  도 있있어.
<sos>야 원래 가구근도 라이졌 그 골가 같은 데 솔 웰사리 많이 내고 그래. 들데 이제 뭐 그런 이제 뭐 일님 적맞 다니는 년이 그인면 였직장 뭐,이  음래 가구근 과 아이도  그  권가  같은데데 할 동돌진  많니는고  그런  술데 이제 뭐   그런 제뭐  이근 워 긴않  다이는  내이  그잖면은  였게카 뭐.
<sos>아니 들데 따회 뭐 나는 따회 애근 악 왜정하를아. 그래 가권 어 폰. 나는 그래서 생각수어. 나는 아 내가,아 들데회월  뭐   나는 회월간근거  갔겠하오아아. 그래 람포고  분고그  아 나는  그래서  생각수어.  나는  아  보가
<sos>뭐 들데 우즘 보든 차전에 봤었던 거네 지금 대기미에 보는 거네 중려이나 러 무기나 다 보는데 정말 다,들데  우맨  내과금  물전에 걔학바  거네  지할 럴으 이냐에  내는  거야 이 상이 나막 칠기나   다쫌너 단망 처
<sos>그인면 란 일 안 하고 그냥 아니면 일을 하더라도 약간 개 일거리? 내가 스트초스 안 심는 달에서 연였장 일하면서,그잖면  이라하고  그냥  아니미  일래 하더라도  람애  국판  텐리?  데가학학연볼  교 올에서  왜였이이이하면서
<sos>이렇게 만기가 가억야 되는 약간 그런 스툼 그런 게 있나 분. 들데 약간 막럼뜨 빠퍼을 용해서 이렇게,난자기라  가져야야으는 람애  그런   그런런데  원나실 들데  람애  었과에 받련을  단까서게.
<sos>음 하이똑 그속대. 들까 애근 아B까 하 그게 사미 디이 얼마나 근어. 어. 음,집  아던  그빠승해 간근 람해 아 그게 사봐  과이  작요나근로  어 .
<sos>야 스크트 p 멀 분야 문 진짜 초알로. 야 이게 진짜 애니로 나오를아? 나 진짜 정주워한다.,야구   있바밤박이게 를말보로  저기제  간이로 나러오나?  심제  단없에한다.
<sos>이게 업대나 한싸대 이런 데 크로 성라타구굳 그런 게 좀 많은데 이게,이제  조너는 하십는데 이무데  미로  른나부되로  그잖게 알  많는데  이게
<sos>내가 아까 보먹순던 쉴? 그거 다시 해양상고 지원 해양상고,보가 스해 내수다  그 그거  다시 와려고  지음 까복이?
<sos>작 시에 자나만고 한 거 보면은 도뽑하는 게 작 시지 히을까? 쭈익에?,천시시  만나자고  한속내면은  또두하는 게 없지 장을해 그렇어에?
<sos>오됐이네 내일일걸? 요리는? 어 했 일 드 일이속던 거.,러겨이 네데잘??리는  어  했냐에이정바  거.
<sos>어 내가 난마가 몇디을 모을 정도로 디을 안 렸가지고,어보가  봤요가 온응과을  모을 겠도로 단을 안 좋어가지고.
<sos>청경 놓김 주 내가 내가 시간을 딱 봤는데,사성 를말지.  보가  보냥아시애을  당멋는데.
<sos>내일 낫툰가적 일 했 오 예막까지 심으면 육드,보  속받  가긴 쪼고 따해지 디으면  늘냐.
<sos>그 이 국 유이서 가면 얼마창 십는데?,그 이 예삼이이서 가면은 작요참금는데.
<sos>준있어. 가험은 한 쪼 결열 원 대?,맛어?  가추은는 못싸전은데?
<sos>지금도 있는 걸로 기져해.,지할도  있는  잘로기팔까.
<sos>다 일 릎라고 러 뭐 어강게든 하겠지.,다이 릿라고 막 뭐 떻게게던  나지.
<sos>게술 하고 싶다. 가면 게술 부 거야?,게편나고고  화다  가는 게편 부거?
<sos>야 디 심고 하는 건데 뭐라도 해야 되지 히겠어?,과 치고 하는  거데  뭐라라도 까으다그서?
<sos>그 내가 경 목 알치잖 하니까.,들데 가 음 타 거좀  치아 하니해
<sos>거 그니까 러,뭐 산해  막
<sos>그친 번지.,그럼럼없지.
<sos>아 약간 화칠이 완전 다르대.,아람애  았이이  버는 나맞세.
<sos>였신도 하와우.,였신도  아문이.
<sos>시뤼가?,못운가?
<sos>나한테 왔상.,나 안 년 거야?
<sos>아 그래?,아  그래?
<sos>아니야 그걸로 약간 아이 그때는 약간 얘 이 얘학생이었으니찍 얘 이 습이라고 얘뵐습도 걸상있었고 내 업험이 이렇지가 히계를아. 그때는 아적 개피부 때카어. 그래서 그 닭에 운 약간 서로 뭐야 I 이인다가 어 나얘에 그냥 두해진 거지 얘살이 행낙 긋으니까 얘살에서 너 말대로 실냈 여고 마라왕 여고 얘살 음돈 여으면서? 두해진 거지. 그냥,좀아 그라바 아이 그때는  람애  운이  택스생이 되니해 팅밑병이라고 운트  려을고 보  상추이  이이주지가  장장적오아.  그때는 서아브  국선요  때무어 그그래래래서  그것때백영면 애  서로 뭐야간 이잖다가  어  나얘에  그냥냥냥 택생했  얘듣 어터내니해  운민서  대어 근  동탄  먹고  짜적한 먹고  운했무브 먹되면서 못생  거지 그냥간.
<sos>들데 나얘에 가서 못도 가서 의밌 수어우. 이런 이런 의기잖 근었다. 았 그속바 씨못 말자이라도 수으면 내가 기년이 냄 려수을 휴데. 았 말을 안 수바 하니까 딴 좋김는 몰변다. 그리고 국 좋김는 애키하다 이 날어 가지고 그인는 건 너무한 거 아니바. 아차 되상 이렇게 나오더라고우.,들데  나얘에  아서 날도 가봐저기수수학우우  이런이런 저게 근무다싶  그빠냥   배제  짜많이 여 탕되면 보가영트이  확을  볼수을 셔데 그  짜을 아밥십 하니해   견번극는  몰휴다.  그리고 없무제는  간미 하다  이 처억  가지고  그잖는 건대 인 거  아니십  아물  근런  이좋게 나러확라고.
<sos>아 않아우. 그거 러 누했 떨은 사람 따라가거나 그런 염 먼면 후미장 떨는 염이라고 못도 근었던 것 같애우. 그래서 미제로 그니까 가투 얘에서도 누가 떨었는데 염에 나식나가지했 가만고 럽밑 수었을 때 따라가면 그것도 떨는 거라고 하더라했우.,아 교지우  그거  만된했  졸했 사약회라나고나  그런런 땜땜면  티봐이  얘는할이라고 올르무바  거  같같간.. 그그래래래서 봐제로 그니해  가떨얘에서 도 나 지거는데 땜나  같얼나가지고  가않  끝극멋을  때  회라가면 그것것도  프는  거네 하더라했.
<sos>아 I 어 내 슷하고 다니고 그인는데 너네은 막사하랑? 이인는 거야. 그서 어? 나네 막사자 하고 그렇게 딱장 보진 히아. 이인니까,아 제 뭐보  써고다니 그런데 도네었 상한나 이잖는  거거야야서 그고  나네  었서만 하고  그주주주게  당체 내를 장아까으니해?
<sos>아 나도 좀 그거는 도끼가 지금까지 짤아 등 이실지예는 좀 다회 워비을 하지 히계나. 이건 만기 무앴을 좀 줄지 히계나. 생각을 해.,아 나도 터 그거는   짝기가  운가지 혼쫌카미지아는  알 다월 향단을하서 아나?  그  자기 든대을 알  디지장적나 으했잘.
<sos>구병 혼나고 걔한테 직페하기 좀 그래서 내가 급들에 직페을 수는데 어 애근끼리 백 마시고 백탈에 직페수는데,줄는  길나고 난한년  계격하기 터  그래서 보가 강들보 계라고 수는데    간근쪼이 즘 요지고  구와쪼면  작격수는데
<sos>그 나는 어점 정도 코딩이가 있는 거 너도 알를아? 약간 호적장 얼쯤 크주로 보는 거.,나는  어점 겠도 바충끼가  있있있있는것 도키  좀오아  람애늘  호긴히  고그진  미놨로내는  거.
<sos>요추 짝년장 작십 잘 T다라고도 말부 구 있는 거 같긴 한데 자버만가 있대. 어 그래밥고 신기하더라고.,원  얘트이기비  걸정다아라고도  짜부 구구 있있는  거 같 한데  만술 나아 때  어  그라  술말더라라고고.
<sos>름프 보다 더 와게 쪼드 그니까 너가 번아하는 졌품십 있를아. 그런 약간 혹락한 유함,감임 내다  더줄게  낌냐  들해해  대가 좋하에 얼던오아  그잖잖 람애  돈취아삼째.
<sos>사전 직능 하는데 약간 따회 애근은 일한다고 운 정신없을 때 나네,다월서  한는데  람애  회월간 간근은  이 한한다고  터  차생나렇렇을 때  나네
<sos>의는 뭐 곤정이 없지. 의잖 오장상 만기가 심은 몇디 아끼칠 저해서 안뭔막데.,보는  뭐 넷튼 속지제진  마이려  자기가  디데 레더  스기목을 또까 혼다수지.
<sos>응 한 와 유이서 잠 집 하나잖 해서 거기서 각만 빠 편면서 생망하는 그런 거,집전 친삼삼이서   들지 워나까서  고기서  역자 받줄면서  생각좀하는 그런고.
<sos>어 아니 원래 어릴 때는 두수지. 되게 애기 때는 러 맞엄단고 그속는데 나도 되게 어릴 때.,어아  음래 어리때는 를 지 너거 저기 때는  재  상아지 그잖는데   대도 으가너?
<sos>아이 즈 원래 나듀를아. 무슨 개리야.,아파  음래 다걔오아  인외국리야야.
<sos>달낌 무가 이좋 직도에 일 학 일 학기닌에 안문가지고,올응가  이번테데  이스르 스기솔에   안 너가지고
<sos>들데 보면은 내 나이 또래 얘에 나자 디이 없는 거 같애.,들들데데  내면은  보나확맞얘에  나만  과이 렇렇렇렇는  거  같간.
<sos>러 쏘획쌤 러 이런 데 있를아 그런 주얼리 쿄. 그런 데 가서 삼까 그냥?,뭐학연  짜은 데 오 그  없음리 코 밖데 가서  팀거 가십?
<sos>음 그래도 준있으니까 그 가험 쌍 자하지?,원원  그래래도  맛있되니니해  그  가녁보만하지.
<sos>그냥 이좋에 살어 너무 어량게 나예서 다 켓쫙일 거 같아.,그냥이번에  했했대 와났 때 나지고  였데  과 거 다.
