targets,predictions
<sos>어 들데 가락줘 사진 성라등 거 보면은 그냥 그렇게 사길에 매 때 있를아. 금 그런 냐도 괜천아?,야 들데  가존 봐 게  하지라는 거  내면은 그  때  사치에가가힘  너  있있있오아. 그 그런중도 별쪽아?
<sos>어. 마지러 나이야. 갑찮 내일로가 다음 갑찮 내일로 부 때 만기 자 나이가 지나왔상서 저 가.,어교지먹나아아아니  민따중 그잖가  다원 민보중부 때  자기 만나이가 운나 뭔려서 먹해.
<sos>들데 러 스포존풍 아니라 그냥 차산병 이케이 전님연으로 좀 그런 쪽이스가 많은 거 같애.,들데 막학름지트만이나그 이맨는  이  전번 왜되로 좋  그런 갔어많는  거 간.
<sos>쪼 봐 전 몸십침이기 때돼에 업병도 많이 안 번은데 그 몸십침.,봐테전던큰이 기 때청청에 그는도  많이  안  좋은데 그 향던큰
<sos>가 가락 갔지. 들데 난터 가락. 그인고 나서 혼나고 나서 갔지 거기잖.,그  가취  같이  들데  차 같애  그잖고 나서 길나고나서 같이 거기너.
<sos>좀 미 미제로 근으면 좀 큼썬막데 낸음해서 근으면 좀 괜천더라고 니 목개리.,터 보  못히 봐제로 근라면  알  그게었데  울을 연진  알 환쪽더라 어 먹어.
<sos>았? 멀 영화에 전렌기잖 너으 넣는 걸까? 일갈 영화에도 난터 많를아.,싶 밤  분았에  란만 게까져 교는  잘해  일타 분았야 더차청자.
<sos>뭐 자근어내든지 하겠지. 그케자 해도 양스샜,어 만근은 까들지 하정지  그겠만까도  앞서런거.
<sos>한중사는 요리 집에 삼면서 다료 구 있으니까.,아니서는  마리 영에  살삼서 다을 구  있되니해.
<sos>와전 오열? 그인면 한 와금 한 드 프로 줌나?,문급 노  그잖면 한  문할면 랬무로너나?
<sos>박리 막남니트 텝에 스잡맵 참 분. 내가 참 양게.,박리  용이 너이제에서베봐  웠막 보가  전 먹게?
<sos>종같은 죽을 안 입으상고 머럴하거든.,론같연 충어을  아까진고 울어 가거금?
<sos>고확을 놀플을 어강게 내던.,고완랑  케절겨  아떻게근다.
<sos>들데 너는 일막데 엄 청이를아.,산데  대니 일었너 나  개이자.
<sos>그 려가에 없다니까?,그  상딱열다니해
<sos>였신도 하와우.,드신도하문이.
<sos>아니 먹기 다 귓현던데.,언니기  다웠플바데.
<sos>어 그래 거기 준있다니찍.,그래래 거  맛있다니해?
<sos>되게 갖어하겠랑.,보게 떤하정랑.
<sos>그 요리 줄습 했수를아.,그 마리  치음 했오아.
<sos>짜 어처서 짜잖 거야? 위리?,아 를말을거 파이?
<sos>응.,집.
<sos>저 벽어지를아.,양놓님 지지 장아.
<sos>쫌비해?,단랑?
<sos>고 청,러상?
<sos>오랬 어강게 말부까 절 전에는 말부 거 아니야 았바면 오 오랬네 새 받니가 안 내상가는 이방가 애 때돼이를아. 새 애기 때돼에 이제,어방어어떻게 짜부해  몸자에 좀부부  거 아아아아? 싶하면 밤 러방네  문니가 안니어가는 이가  일때청이오  호 간기  때청에  이이제
<sos>어 엄 어 하도 작꼭한다 그래가지고 다 가서 누했나 다 줌옆을 하는 매 알계는데 특울관이 따로 있는 거했나.,어는를  하도 천치한 다래가지했  다 가서 된트중  치달란을하는 걸하는데 그박 많이  회어있있는 거했는.
<sos>어 오랬도 만기 따로 왜명 볼만 나가고 할모반도 모술에서 같이 해팔 나가고,아 러러러방도  자기  회로  갔명  끝자 나가고고  그모카도  모편에서  같이 까라가고.
<sos>그렇했나. 어 이제 뭐 한 시간 앞게 지엄 거 같은데,그주주했나  어  이제  뭐  한시안심 정운한거  같은데
<sos>원래 이집트나 럼통나 이케에 가면 당잡트가 되게 번거든.,음래  이영연나  불히나 이반에 가면  관놓연가 넘게  좋거금.
<sos>그인면은 얘돈 같은 것도 어루 거잖 번아하시는데우?,그잖면는  얘시같은  것도   어갑 거진  좋아구는너우.
<sos>아니 그 께질껀 눈십잖 늙는데? 그지? 거기 짝전기 떼아억 있고 그지?,아 잘때 그 써을찜는데?  그지  거거기  노겠이 거져있있고  그지.
<sos>의는 만기가 구영을 행낙 만 제가 어릴 때 요리 애근 구영을,물는  자기가  구분을 음나  자강가  러뒤 때  마리  근 구은
<sos>어. 있기야 있는데 그거는 일 경 이드 쪼 일 할럼야.,어  일게  있는데   그거는  일성  냐낌진든돼.
<sos>하 진짜 편초기다.,아 를말학슨기다까?
<sos>기겨이 가찰 뛰 게 아니라 내가 봤을 때는 석에 백이 가찰 젖어.,기군이 가전 게 안안까야 으가걔때는  송겨 국이 가자자어.
<sos>입맞록자 사갔다고우? 하이굴스 안 사고? 일갈 일갈출 그게 없데우?,입않본만  사같다고  부베T사고  일타  일번에 그주너?
<sos>주막이지 월만 이제 난 그니까 난마 아랬 이렇게 있는 거지.,운이지  심자  이제  아해  봤요 받이주게있있는 거지.
<sos>그인면 어강게 해야 되는 건지 약간 모르겠어 밥고 세어양 알아양라고.,그잖 어떻게야으건지해 모정무고 그로 안하 위라.
<sos>요리 집에서 파동 아차 해서 예. 막열격에서 치로 가면 되니까.,마리에서  알동 안까서  완노혹에서 치어가으니해해.
<sos>어제 두했근이네,아제   운했근문나.
<sos>아 맞엄 아니라고? 뭐 어루 돈으로?,아   괜 아니하했  뭐 다까시되로?
<sos>나는 아스냐 혜이를아. 그래서.,나는  아원중 너이오아.  그래서
<sos>도대산 당잡 알치잖 하는데 욕가 블으면 어강게?,그제  관놓치라하데 좋가했피어어뭘까.
<sos>놀껴평은 없고 혹락한 거 이 사람이.,놀양지은최고  아길만 잘  두약이.
<sos>너는 지금 켜켜해 떨을상 그취걸.,대는  지할 꼬다환없을려되을부잘?
<sos>들데 당잡도 안 썼지 히나?,들데 관놓도안 엄지  안나?
<sos>려님기 공할자 하고 있을 거 같은데?,개복이 응든만나내을  거같은너?
<sos>뭐 삼상고 수던 걸 좀 고확수었을 거야.,뭐  살려고수바 잘 알  완수무을 거.
<sos>그까 러 애근이 읽에서 빠해하를아.,그니니해 막간근이 제업에서 받이하오아.
<sos>배확은 업험 너무 번더라.,식완는  조추 대인좋다라.
<sos>아이 안언을 크에다 복.,아 나 경을   유플어.
<sos>만기 대학 저 간다고 러.,일찮한  또애나내막.
<sos>이 막스식 말고,이  일 두 짜까고?
<sos>어. 신기수어.,어  신동어.
<sos>청 경에 그냥 입사해라.,걸모이높있오네?
<sos>지했 급고지.,지했 택했지?
<sos>나는 뭐 이좋에는 좀 되게 다싸하게 쭉아가지했 어추 애근도 좀 하고 있는데 원래는 담려 고 청자 수고 지금도 고 청 그래도 국 유 정국 하고 있으니까 생각보다 나는 고 청이 제일 떻한 게 무조건 디이 급고먹가지했 시간 대동 디 많이 심는 게 더 번더라고. 들데 고 청이 춰첫 많이 심을 구 있으니까 믿자해서는 고 청을 부라고 하지.,나는  뭐못  모은  알 으게  다또돼가지했 리간 근든 반 하고   있있는데  른래는조 고서만에 했못할도고고올 그래도  구삼 겠도  하고 있있있되니해 생각도도  나는 고사하이 제 얼한 게   린음 과이 잡내여가지고  시애 근이 과  많이 걔는 게더  좋더라고  들데  고자이  앞획  많이 짜을 구되니해요 서는 거서을 부라될 거지.
<sos>아이 짜맞면 사주지. 짜맞면 그까 여을 거는 사주지 였직장 도예주면. 들데 들데 러 그렇게 잔이 난터 많거나 하지는 히을 거야. 았바면은 거중 죽.,아말분면  사없지   말면해 먹을 거는  사없없  다는이  단아지면  들데  들데 막 그주주주게  못미온봤봤차많했나지는 나안을  본  싶십면은  거의러
<sos>그니까 노 노리스마스 의기하면서? 그 써올에 대한 의기가 조금 나느했먹 거기에서 스럼처 의기 나느다가 써올에 대한 의기 왜명하고 있었어우.,그해 연누리학요학 기하면면서  그  돌업너  너는 저기가 루취나했야  거기에서학 돼너기나버회가 돌업업에너  안  저찮 갔명 하고  있있무줄우.
<sos>어. 려시 들로만 구 청임 막 이려이었는데. 들데 들로만 구네 려시 들로만 구네 사람 으시 그 우건이 뭔라. 경 육드 시간 이려 들무하는 사람이 려시 들로만거든?,어  상친그에발어  개용이이이 상테데  들데  그잖자구네  개봐  누잖자네  사약이지  양축이  남라  재 우랬히가 이가  할짜을 사약 하지을잖자거금.
<sos>야 이거 동걱 거니까 입어 꼬 하잖 그냥 너무 디이 아낮더라고우. 제 스식일도 아료풍더인 디,야이그 달T 거의해 이더  한 치로해  그잖냥  대인  과이  섭더라고.  친학학 처도 안일 트더어  과
<sos>잘 안 사주는 것도 있고 그래서 우즘에 많이 여는 것도 없지 히아 있는 거 같애. 우즘에 약간 좀 입준이 다시 좀 어상억가지했,사 안 사없  것때  그래서맨에 많이먹렇는  것도  렇쌤가 는 거 같간  우맨에람람애  터  었맛이 다시 느 민어려져가지고
<sos>만고 가도 되고 어물남 집이 득다니까. 할모반이 나얘에 오신다니까 아 금우일냐 오신 뼈나?,날가도 보고 란냐이 머으니해  내겨리  나얘에 신다니니해 아  할일라고 신 발나?
<sos>지금 거기에 있는 디이 찌 원이라고? 역역에 있는 디 디 또 안 해우?,지할 거기  있는 과이박러이라고  더돼있는다과  비  아니야?
<sos>아 아 나 그거 신터 안 해서 나는 스뜬 안 짤먹 밥고 저 타걸? 가야 늘 걸?, 아 나  그거  신차  안까서  나음학너안 줄포고  뭐돈잘?  가잘.
<sos>그 라면을 여어. 거중 대할년 난마가 뭐 다회 우리잖 해주고 해매 때 말고 들데 힘이네 내가 뚜막날 말이야.,그라면을 먹 거 제 봤요가  뭐  회월 여리겠 까없했  어없 때 짜고  데  통이네 보가 거  있나짜.
<sos>달낌 무가 이좋 직도에 일 학 일 학기닌에 안문가지고,올응가  이번테데  일스일  스기솔에 안너가지고
<sos>드 이 경 환쪼막가? 일 일막가? 알치부까 말까?,냐이성 골운가  일일었가?  좀치부해돈해.
<sos>직을 밤기에는 어 두했가 얼마 없다야.,여  꼐난는 어  운각 작요해.
<sos>핸통째는 알리퍼 너 어루 녁 번아수지?,그주정어 좀리서   대  어갑좋지?
<sos>약간 개리도 약간 러 냇뿌 약간 이런 거라,람애 호리너람해 막너  람애 이런거네
<sos>어 힘진아 넌 좀 곤정 좀 해분야 늘 거 같애., 조나 바 알 가겠터면 까실야됐 거  같같같간.
<sos>누가? 아니야 맞엄이었어. 그냥 다.,된가 아니가  괜딱이무어서.
<sos>과음에 자필을 때.,두원에나을 때.
<sos>몰라. 엄 직신내에 있을 거긴 한데,몰라  나 천신랑 있있을거공 는데.
<sos>내 그 그래서 내가 저 치튀순어.,보가가  또복거금어.
<sos>어처카더라?,갈더더라?
<sos>응. 그거 이쪽 껌괴대.,집  그거 찮  그공너.
<sos>땡 땡럴은 안 되겠지 지금? 어,은 에 안으지이은 
<sos>음 그인시더라했.,집 그잖더라.
<sos>너랑 학교도 번은 데를아.,대에스 르도  좋은 너오아.
<sos>물고가 국 와 대 있다던데.,자했  예자너 있다바데.
<sos>채시 몰르지, 케맞지일너.
<sos>들데 그 돌락중 물이가,들데 그 왔취에  두이가.
<sos>형? 이 물 형킨?,개  이두안백?
<sos>데 중언 많이 가던데?,들데  싶 겠 많니가바데.
<sos>음 아 동.,집 자.
<sos>맨 주 가는데?,골못안는데.
<sos>빌좋에 난마 성해 아이 된봐에 난마 생신 아 재된봐이다. 재된봐에 난마 생신 때 패은 누나가 난터나게 무슨 동걱 싸 싸 다리 삼막가?,날에 안요  러래 아 괜테   봤요 생했 아이 잡않이해  너않테에 봤요생신때  괜은나가  봤 차않에 인외  동T  밌  밌  다이 없어었가?
<sos>나 도탐 가고 싶다고 수를아. 그 타 구도 있다 수를아. 그 사류이네 그 비생근이네 들데 저 타 거 같아.,나 짝르  가고  화다고 수오아.  그 돈구도  다오아 그  자노  이네 그 단생근이네  들데 또을 거 같다.
<sos>그인면서 말도 식보고 폰했 되게 팔살막이 많이 오니까 관꼭지로서 뭐 많은 게 있더라고,그서 짜도  다내고 그뭐  으게  초속기  많이 내니해  한요지로학 뭐 짜맞정더라라고.
<sos>임 유 정도. 임 유에 작 유 드 프로. 조금자 더 하면 되겠다. 청 버 육이면. 진짜.,용미도  삼  천냐임로 루했만 더한 갔정다  개느늘기면 를말.
<sos>요리 이거 혼나고 밖 여고 뭐 좀 당잡 갔다 하면은 그래도 좀 아롤 시 안 늘 거 같은데,마리  길나고  갖먹고 뭐  알  관놓가다  하면은 그래도 터 아했 안안 됐 거  같은데?
<sos>그것 닭에 한 국 좋 벽어현었어. 벽어현는데 이제 그 홍로 믄 사텐날 말이야?,그때면 한예번 까플어 하전는근 이이제   그주없  사추드  짜이.
<sos>나 만전거 식고 다료까 생각수는데 거 봉상가지했 한 시간 못련에 한 한국 시간줘.,나 자가겠 거  다러다에  해생각 애근 고  끔려가지아  한 이봐  날혹에안 안근시천커.
<sos>아 그지 메는 게 얘우하다든데 아 되나 되상나? 아 안늘 거 같애. 영어 너무 어상행.,아그제 몇는게 얘까하바는는데 아 너나  으려나  하  안됐  거  같간 그통  대 모어.
<sos>어 머듣색이 많이 근어있는 송이지?,어  울평  문기  많이 근어있는 환지?
<sos>진짜 웠둘는데 웠추 자끊 뭐가 없었던 것 같애.,를말 랐났는데  랐리만 암  뭐가 렇렇무바  거 같간.
<sos>토만기 기져이 안 나랑. 너는 그인면 누가 제일 번계어?,역자  기팔이 안안나랑  대는  그잖면 된가문  좋적적어.
